X,Y,OBJECTID,STD_ZIP5,USPS_ZIP_PREF_CITY_1221,USPS_ZIP_PREF_STATE_1221,LATITUDE,LONGITUDE,LAT,LGT
-80.214338083,25.946521951,11315,33169,MIAMI,FL,25.946521951,-80.214338083,25.946521951,-80.214338083
-80.3999906459999,25.558334232,11316,33170,MIAMI,FL,25.558334232,-80.399990646,25.558334232,-80.399990646
-80.35738091,25.7762956880001,11317,33172,MIAMI,FL,25.776295688,-80.35738091,25.776295688,-80.35738091
-80.36219119,25.699972109,11318,33173,MIAMI,FL,25.699972109,-80.36219119,25.699972109,-80.36219119
-80.359113555,25.763960894,11319,33174,MIAMI,FL,25.763960894,-80.359113555,25.763960894,-80.359113555
-80.408074517,25.7358022940001,11320,33175,MIAMI,FL,25.735802294,-80.408074517,25.735802294,-80.408074517
-80.362045321,25.660458831,11321,33176,MIAMI,FL,25.660458831,-80.362045321,25.660458831,-80.362045321
-80.405172761,25.5997031960001,11322,33177,MIAMI,FL,25.599703196,-80.405172761,25.599703196,-80.405172761
-80.369097294,25.830285749,11323,33178,MIAMI,FL,25.830285749,-80.369097294,25.830285749,-80.369097294
-80.182244661,25.9569885870001,11324,33179,MIAMI,FL,25.956988587,-80.182244661,25.956988587,-80.182244661
-80.134827292,25.960601664,11325,33180,MIAMI,FL,25.960601664,-80.134827292,25.960601664,-80.134827292
-80.1584317849999,25.896987901,11326,33181,MIAMI,FL,25.896987901,-80.158431785,25.896987901,-80.158431785
-80.404617216,25.77686312,11327,33182,MIAMI,FL,25.77686312,-80.404617216,25.77686312,-80.404617216
-80.411851978,25.7011110280001,11328,33183,MIAMI,FL,25.701111028,-80.411851978,25.701111028,-80.411851978
-80.406260833,25.757960816,11329,33184,MIAMI,FL,25.757960816,-80.406260833,25.757960816,-80.406260833
-80.4447736119999,25.7290455510001,11330,33185,MIAMI,FL,25.729045551,-80.444773612,25.729045551,-80.444773612
-80.4080573699999,25.66337264,11331,33186,MIAMI,FL,25.66337264,-80.40805737,25.66337264,-80.40805737
-80.45547612,25.6004950770001,11332,33187,MIAMI,FL,25.600495077,-80.45547612,25.600495077,-80.45547612
-80.345068208,25.5733974400001,11333,33189,MIAMI,FL,25.57339744,-80.345068208,25.57339744,-80.345068208
-80.348344716,25.560755628,11334,33190,MIAMI,FL,25.560755628,-80.348344716,25.560755628,-80.348344716
-80.443987138,25.6962434920001,11335,33193,MIAMI,FL,25.696243492,-80.443987138,25.696243492,-80.443987138
-80.436914347,25.7585405460001,11336,33194,MIAMI,FL,25.758540546,-80.436914347,25.758540546,-80.436914347
-80.449330819,25.6632940710001,11337,33196,MIAMI,FL,25.663294071,-80.449330819,25.663294071,-80.449330819
-80.359504,25.596103,11338,33197,MIAMI,FL,25.596103,-80.359504,25.596103,-80.359504
-80.352907,25.790131,11339,33222,MIAMI,FL,25.790131,-80.352907,25.790131,-80.352907
-80.1905,25.7645000000001,11340,33231,MIAMI,FL,25.7645,-80.1905,25.7645,-80.1905
-80.244922,25.7280280000001,11341,33233,MIAMI,FL,25.728028,-80.244922,25.728028,-80.244922
-80.2561357019999,25.7497748480001,11342,33234,MIAMI,FL,25.749774848,-80.256135702,25.749774848,-80.256135702
-80.19461,25.8523670000001,11343,33238,MIAMI,FL,25.852367,-80.19461,25.852367,-80.19461
-80.142451248,25.7910121240001,11344,33239,MIAMI BEACH,FL,25.791012124,-80.142451248,25.791012124,-80.142451248
-80.225338,25.8021140000001,11345,33242,MIAMI,FL,25.802114,-80.225338,25.802114,-80.225338
-80.289711,25.706104,11346,33243,MIAMI,FL,25.706104,-80.289711,25.706104,-80.289711
-80.224069,25.75073,11347,33245,MIAMI,FL,25.75073,-80.224069,25.75073,-80.224069
-80.24141,25.834952,11348,33247,MIAMI,FL,25.834952,-80.24141,25.834952,-80.24141
-80.306594,25.733208,11349,33255,MIAMI,FL,25.733208,-80.306594,25.733208,-80.306594
-80.332708784,25.652693293,11350,33256,MIAMI,FL,25.652693293,-80.332708784,25.652693293,-80.332708784
-80.351243,25.604298,11351,33257,MIAMI,FL,25.604298,-80.351243,25.604298,-80.351243
-80.157923,25.908219,11352,33261,MIAMI,FL,25.908219,-80.157923,25.908219,-80.157923
-80.3832379999999,25.733914,11353,33265,MIAMI,FL,25.733914,-80.383238,25.733914,-80.383238
-80.283425,25.8212830000001,11354,33266,MIAMI,FL,25.821283,-80.283425,25.821283,-80.283425
-80.2054009999999,25.9456640000001,11355,33269,MIAMI,FL,25.945664,-80.205401,25.945664,-80.205401
-80.1304719999999,25.9678210000001,11356,33280,MIAMI,FL,25.967821,-80.130472,25.967821,-80.130472
-80.383546591,25.695569925,11357,33283,MIAMI,FL,25.695569925,-80.383546591,25.695569925,-80.383546591
-80.4313749999999,25.6847740000001,11358,33296,MIAMI,FL,25.684774,-80.431375,25.684774,-80.431375
-80.134227285,26.1219465460001,11359,33301,FORT LAUDERDALE,FL,26.121946546,-80.134227285,26.121946546,-80.134227285
-80.150606,26.126566,11360,33302,FORT LAUDERDALE,FL,26.126566,-80.150606,26.126566,-80.150606
-80.1290759999999,26.1193420000001,11361,33303,FORT LAUDERDALE,FL,26.119342,-80.129076,26.119342,-80.129076
-80.1225011,26.137192424,11362,33304,FORT LAUDERDALE,FL,26.137192424,-80.1225011,26.137192424,-80.1225011
-80.1252377719999,26.1539717260001,11363,33305,FORT LAUDERDALE,FL,26.153971726,-80.125237772,26.153971726,-80.125237772
-80.1118803689999,26.166225866,11364,33306,FORT LAUDERDALE,FL,26.166225866,-80.111880369,26.166225866,-80.111880369
-80.131114,26.169133,11365,33307,FORT LAUDERDALE,FL,26.169133,-80.131114,26.169133,-80.131114
-80.105170421,26.1874886320001,11366,33308,FORT LAUDERDALE,FL,26.187488632,-80.105170421,26.187488632,-80.105170421
-80.175959281,26.181692205,11367,33309,FORT LAUDERDALE,FL,26.181692205,-80.175959281,26.181692205,-80.175959281
-80.169112,26.1655200000001,11368,33310,FORT LAUDERDALE,FL,26.16552,-80.169112,26.16552,-80.169112
-80.173154342,26.1456203320001,11369,33311,FORT LAUDERDALE,FL,26.145620332,-80.173154342,26.145620332,-80.173154342
-80.1806577419999,26.094294431,11370,33312,FORT LAUDERDALE,FL,26.094294431,-80.180657742,26.094294431,-80.180657742
-80.2224498959999,26.1525358280001,11371,33313,FORT LAUDERDALE,FL,26.152535828,-80.222449896,26.152535828,-80.222449896
-80.2263398429999,26.069350032,11372,33314,FORT LAUDERDALE,FL,26.069350032,-80.226339843,26.069350032,-80.226339843
-80.1546413459999,26.100149737,11373,33315,FORT LAUDERDALE,FL,26.100149737,-80.154641346,26.100149737,-80.154641346
-80.1227840339999,26.103805789,11374,33316,FORT LAUDERDALE,FL,26.103805789,-80.122784034,26.103805789,-80.122784034
-80.2255441679999,26.1137803230001,11375,33317,FORT LAUDERDALE,FL,26.113780323,-80.225544168,26.113780323,-80.225544168
-80.249991,26.1282430000001,11376,33318,FORT LAUDERDALE,FL,26.128243,-80.249991,26.128243,-80.249991
-80.225530668,26.180499981,11377,33319,FORT LAUDERDALE,FL,26.180499981,-80.225530668,26.180499981,-80.225530668
-80.255555,26.1949680000001,11378,33320,FORT LAUDERDALE,FL,26.194968,-80.255555,26.194968,-80.255555
-80.270234596,26.212979777,11379,33321,FORT LAUDERDALE,FL,26.212979777,-80.270234596,26.212979777,-80.270234596
-80.274144517,26.1531008920001,11380,33322,FORT LAUDERDALE,FL,26.153100892,-80.274144517,26.153100892,-80.274144517
-80.314250035,26.1567361940001,11381,33323,FORT LAUDERDALE,FL,26.156736194,-80.314250035,26.156736194,-80.314250035
-80.271934312,26.1140303190001,11382,33324,FORT LAUDERDALE,FL,26.114030319,-80.271934312,26.114030319,-80.271934312
-80.3229580779999,26.1129418690001,11383,33325,FORT LAUDERDALE,FL,26.112941869,-80.322958078,26.112941869,-80.322958078
-80.3762323999999,26.1132129380001,11384,33326,FORT LAUDERDALE,FL,26.113212938,-80.3762324,26.113212938,-80.3762324
-80.412370257,26.1190036840001,11385,33327,FORT LAUDERDALE,FL,26.119003684,-80.412370257,26.119003684,-80.412370257
-80.268815199,26.0671013210001,11386,33328,FORT LAUDERDALE,FL,26.067101321,-80.268815199,26.067101321,-80.268815199
-80.252382,26.0721280000001,11387,33329,FORT LAUDERDALE,FL,26.072128,-80.252382,26.072128,-80.252382
-80.31667385,26.0606256410001,11388,33330,FORT LAUDERDALE,FL,26.060625641,-80.31667385,26.060625641,-80.31667385
-80.367400548,26.05890321,11389,33331,FORT LAUDERDALE,FL,26.05890321,-80.367400548,26.05890321,-80.367400548
-80.402833261,26.0649988440001,11390,33332,FORT LAUDERDALE,FL,26.064998844,-80.402833261,26.064998844,-80.402833261
-80.134521708,26.1812779740001,11391,33334,FORT LAUDERDALE,FL,26.181277974,-80.134521708,26.181277974,-80.134521708
-80.136802,26.0889080000001,11392,33335,FORT LAUDERDALE,FL,26.088908,-80.136802,26.088908,-80.136802
-80.120173,26.1414970000001,11393,33338,FORT LAUDERDALE,FL,26.141497,-80.120173,26.141497,-80.120173
-80.1136999999999,26.1694000000001,11394,33339,FORT LAUDERDALE,FL,26.1694,-80.1137,26.1694,-80.1137
-80.29799,26.0803940000001,11395,33345,FORT LAUDERDALE,FL,26.080394,-80.29799,26.080394,-80.29799
-80.1272279999999,26.100533,11396,33346,FORT LAUDERDALE,FL,26.100533,-80.127228,26.100533,-80.127228
-80.101685,26.1699400000001,11397,33348,FORT LAUDERDALE,FL,26.16994,-80.101685,26.16994,-80.101685
-80.2729454889999,26.177654519,11398,33351,FORT LAUDERDALE,FL,26.177654519,-80.272945489,26.177654519,-80.272945489
-80.301958896,26.1111706730001,11399,33355,FORT LAUDERDALE,FL,26.111170673,-80.301958896,26.111170673,-80.301958896
-80.203856,26.193611,11400,33359,FORT LAUDERDALE,FL,26.193611,-80.203856,26.193611,-80.203856
-80.066451248,26.7143220610001,11401,33401,WEST PALM BEACH,FL,26.714322061,-80.066451248,26.714322061,-80.066451248
-80.0577269999999,26.7134550000001,11402,33402,WEST PALM BEACH,FL,26.713455,-80.057727,26.713455,-80.057727
-80.072274213,26.8025059170001,11403,33403,WEST PALM BEACH,FL,26.802505917,-80.072274213,26.802505917,-80.072274213
-80.0601884229999,26.7858415260001,11404,33404,WEST PALM BEACH,FL,26.785841526,-80.060188423,26.785841526,-80.060188423
-80.060365034,26.670283801,11405,33405,WEST PALM BEACH,FL,26.670283801,-80.060365034,26.670283801,-80.060365034
-80.093360511,26.65424226,11406,33406,WEST PALM BEACH,FL,26.65424226,-80.093360511,26.65424226,-80.093360511
-80.074505962,26.749967745,11407,33407,WEST PALM BEACH,FL,26.749967745,-80.074505962,26.749967745,-80.074505962
-80.059619544,26.83909593,11408,33408,NORTH PALM BEACH,FL,26.83909593,-80.059619544,26.83909593,-80.059619544
-80.099146143,26.7210385720001,11409,33409,WEST PALM BEACH,FL,26.721038572,-80.099146143,26.721038572,-80.099146143
-80.0878096439999,26.8406983520001,11410,33410,PALM BEACH GARDENS,FL,26.840698352,-80.087809644,26.840698352,-80.087809644
-80.201621441,26.708692237,11411,33411,WEST PALM BEACH,FL,26.708692237,-80.201621441,26.708692237,-80.201621441
-80.220293865,26.792825705,11412,33412,WEST PALM BEACH,FL,26.792825705,-80.220293865,26.792825705,-80.220293865
-80.144700507,26.665894302,11413,33413,WEST PALM BEACH,FL,26.665894302,-80.144700507,26.665894302,-80.144700507
-80.239618155,26.6552943450001,11414,33414,WELLINGTON,FL,26.655294345,-80.239618155,26.655294345,-80.239618155
-80.12890344,26.652665782,11415,33415,WEST PALM BEACH,FL,26.652665782,-80.12890344,26.652665782,-80.12890344
-80.091796,26.666413,11416,33416,WEST PALM BEACH,FL,26.666413,-80.091796,26.666413,-80.091796
-80.124316484,26.7172389150001,11417,33417,WEST PALM BEACH,FL,26.717238915,-80.124316484,26.717238915,-80.124316484
-80.1313821589999,26.8423390890001,11418,33418,PALM BEACH GARDENS,FL,26.842339089,-80.131382159,26.842339089,-80.131382159
-80.08609,26.781708,11419,33419,WEST PALM BEACH,FL,26.781708,-80.08609,26.781708,-80.08609
-80.0889119999999,26.8397360000001,11420,33420,WEST PALM BEACH,FL,26.839736,-80.088912,26.839736,-80.088912
-80.204886,26.6809680000001,11421,33421,ROYAL PALM BEACH,FL,26.680968,-80.204886,26.680968,-80.204886
-80.1163999999999,26.7369,11422,33422,WEST PALM BEACH,FL,26.7369,-80.1164,26.7369,-80.1164
-80.092866,26.5275150000001,11423,33424,BOYNTON BEACH,FL,26.527515,-80.092866,26.527515,-80.092866
-80.0689,26.5222000000001,11424,33425,BOYNTON BEACH,FL,26.5222,-80.0689,26.5222,-80.0689
-80.084002197,26.5312737310001,11425,33426,BOYNTON BEACH,FL,26.531273731,-80.084002197,26.531273731,-80.084002197
-80.1152,26.3542,11426,33427,BOCA RATON,FL,26.3542,-80.1152,26.3542,-80.1152
-80.208894099,26.346174531,11427,33428,BOCA RATON,FL,26.346174531,-80.208894099,26.346174531,-80.208894099
-80.084143,26.3523480000001,11428,33429,BOCA RATON,FL,26.352348,-80.084143,26.352348,-80.084143
-80.6697474809999,26.685889837,11429,33430,BELLE GLADE,FL,26.685889837,-80.669747481,26.685889837,-80.669747481
-80.086115094,26.3793263790001,11430,33431,BOCA RATON,FL,26.379326379,-80.086115094,26.379326379,-80.086115094
-80.0828674909999,26.3433643430001,11431,33432,BOCA RATON,FL,26.343364343,-80.082867491,26.343364343,-80.082867491
-80.155382306,26.345329808,11432,33433,BOCA RATON,FL,26.345329808,-80.155382306,26.345329808,-80.155382306
-80.171070694,26.3835845560001,11433,33434,BOCA RATON,FL,26.383584556,-80.171070694,26.383584556,-80.171070694
-80.061389116,26.526068007,11434,33435,BOYNTON BEACH,FL,26.526068007,-80.061389116,26.526068007,-80.061389116
-80.106774262,26.5322358390001,11435,33436,BOYNTON BEACH,FL,26.532235839,-80.106774262,26.532235839,-80.106774262
-80.145781976,26.5140522080001,11436,33437,BOYNTON BEACH,FL,26.514052208,-80.145781976,26.514052208,-80.145781976
-80.623783875,26.8816060280001,11437,33438,CANAL POINT,FL,26.881606028,-80.623783875,26.881606028,-80.623783875
-80.9894828609999,26.707310084,11438,33440,CLEWISTON,FL,26.707310084,-80.989482861,26.707310084,-80.989482861
-80.0963853009999,26.3095245320001,11439,33441,DEERFIELD BEACH,FL,26.309524532,-80.096385301,26.309524532,-80.096385301
-80.1419294309999,26.311806958,11440,33442,DEERFIELD BEACH,FL,26.311806958,-80.141929431,26.311806958,-80.141929431
-80.0952,26.3208000000001,11441,33443,DEERFIELD BEACH,FL,26.3208,-80.0952,26.3208,-80.0952
-80.079291578,26.4521850880001,11442,33444,DELRAY BEACH,FL,26.452185088,-80.079291578,26.452185088,-80.079291578
-80.105310118,26.4552644820001,11443,33445,DELRAY BEACH,FL,26.455264482,-80.105310118,26.455264482,-80.105310118
-80.163276775,26.4531562490001,11444,33446,DELRAY BEACH,FL,26.453156249,-80.163276775,26.453156249,-80.163276775
-80.2070909999999,26.453629,11445,33448,DELRAY BEACH,FL,26.453629,-80.207091,26.453629,-80.207091
-80.2190190379999,26.612320621,11446,33449,LAKE WORTH,FL,26.612320621,-80.219019038,26.612320621,-80.219019038
-80.1466369999999,26.6153610000001,11447,33454,GREENACRES,FL,26.615361,-80.146637,26.615361,-80.146637
-80.15423185,27.0862318330001,11448,33455,HOBE SOUND,FL,27.086231833,-80.15423185,27.086231833,-80.15423185
-80.120891566,26.9214744820001,11449,33458,JUPITER,FL,26.921474482,-80.120891566,26.921474482,-80.120891566
-80.0571985,26.61826848,11450,33460,LAKE WORTH BEACH,FL,26.61826848,-80.0571985,26.61826848,-80.0571985
-80.092756298,26.6249034910001,11451,33461,LAKE WORTH,FL,26.624903491,-80.092756298,26.624903491,-80.092756298
-80.071428069,26.579183615,11452,33462,LAKE WORTH,FL,26.579183615,-80.071428069,26.579183615,-80.071428069
-80.130533981,26.602168008,11453,33463,LAKE WORTH,FL,26.602168008,-80.130533981,26.602168008,-80.130533981
-80.0525489999999,26.5844540000001,11454,33465,LAKE WORTH,FL,26.584454,-80.052549,26.584454,-80.052549
-80.108325,26.6183050000001,11455,33466,LAKE WORTH,FL,26.618305,-80.108325,26.618305,-80.108325
-80.16964475,26.5977215880001,11456,33467,LAKE WORTH,FL,26.597721588,-80.16964475,26.597721588,-80.16964475
-80.102092,26.9209740000001,11457,33468,JUPITER,FL,26.920974,-80.102092,26.920974,-80.102092
-80.099625202,26.9660568530001,11458,33469,JUPITER,FL,26.966056853,-80.099625202,26.966056853,-80.099625202
-80.309418657,26.7452582400001,11459,33470,LOXAHATCHEE,FL,26.74525824,-80.309418657,26.74525824,-80.309418657
-81.153058421,26.8709773300001,11460,33471,MOORE HAVEN,FL,26.87097733,-81.153058421,26.87097733,-81.153058421
-80.159256829,26.5477579440001,11461,33472,BOYNTON BEACH,FL,26.547757944,-80.159256829,26.547757944,-80.159256829
-80.187200221,26.5082183530001,11462,33473,BOYNTON BEACH,FL,26.508218353,-80.187200221,26.508218353,-80.187200221
-80.145461,26.528149,11463,33474,BOYNTON BEACH,FL,26.528149,-80.145461,26.528149,-80.145461
-80.146608,27.0823370000001,11464,33475,HOBE SOUND,FL,27.082337,-80.146608,27.082337,-80.146608
-80.6604588769999,26.817960128,11465,33476,PAHOKEE,FL,26.817960128,-80.660458877,26.817960128,-80.660458877
-80.075494181,26.9183533790001,11466,33477,JUPITER,FL,26.918353379,-80.075494181,26.918353379,-80.075494181
-80.2113871609999,26.924146998,11467,33478,JUPITER,FL,26.924146998,-80.211387161,26.924146998,-80.211387161
-80.03858989,26.6573691900001,11468,33480,PALM BEACH,FL,26.65736919,-80.03858989,26.65736919,-80.03858989
-80.1082,26.3963000000001,11469,33481,BOCA RATON,FL,26.3963,-80.1082,26.3963,-80.1082
-80.122552,26.465136,11470,33482,DELRAY BEACH,FL,26.465136,-80.122552,26.465136,-80.122552
-80.06521308,26.4540193400001,11471,33483,DELRAY BEACH,FL,26.45401934,-80.06521308,26.45401934,-80.06521308
-80.134459538,26.4533901670001,11472,33484,DELRAY BEACH,FL,26.453390167,-80.134459538,26.453390167,-80.134459538
-80.114822445,26.3499076730001,11473,33486,BOCA RATON,FL,26.349907673,-80.114822445,26.349907673,-80.114822445
-80.080018361,26.40876805,11474,33487,BOCA RATON,FL,26.40876805,-80.080018361,26.40876805,-80.080018361
-80.173801,26.3604350000001,11475,33488,BOCA RATON,FL,26.360435,-80.173801,26.360435,-80.173801
-80.718767436,26.6663732210001,11476,33493,SOUTH BAY,FL,26.666373221,-80.718767436,26.666373221,-80.718767436
-80.160603425,26.4063233040001,11477,33496,BOCA RATON,FL,26.406323304,-80.160603425,26.406323304,-80.160603425
-80.2284529999999,26.3483180000001,11478,33497,BOCA RATON,FL,26.348318,-80.228453,26.348318,-80.228453
-80.2175574029999,26.3924010580001,11479,33498,BOCA RATON,FL,26.392401058,-80.217557403,26.392401058,-80.217557403
-82.296166,27.8936180000001,11480,33508,BRANDON,FL,27.893618,-82.296166,27.893618,-82.296166
-82.303143,27.934019,11481,33509,BRANDON,FL,27.934019,-82.303143,27.934019,-82.303143
-82.3002273119999,27.9545804900001,11482,33510,BRANDON,FL,27.95458049,-82.300227312,27.95458049,-82.300227312
-82.2998655819999,27.9112958960001,11483,33511,BRANDON,FL,27.911295896,-82.299865582,27.911295896,-82.299865582
-82.139361239,28.667599782,11484,33513,BUSHNELL,FL,28.667599782,-82.139361239,28.667599782,-82.139361239
-81.9976952709999,28.6561392830001,11485,33514,CENTER HILL,FL,28.656139283,-81.997695271,28.656139283,-81.997695271
-82.213234207,28.429657718,11486,33523,DADE CITY,FL,28.429657718,-82.213234207,28.429657718,-82.213234207
-82.1813999999999,28.1899,11487,33524,CRYSTAL SPRINGS,FL,28.1899,-82.1814,28.1899,-82.1814
-82.208593601,28.3403714570001,11488,33525,DADE CITY,FL,28.340371457,-82.208593601,28.340371457,-82.208593601
-82.188412,28.362922,11489,33526,DADE CITY,FL,28.362922,-82.188412,28.362922,-82.188412
-82.2198413199999,27.984986701,11490,33527,DOVER,FL,27.984986701,-82.21984132,27.984986701,-82.21984132
-82.1786,27.9057,11491,33530,DURANT,FL,27.9057,-82.1786,27.9057,-82.1786
-82.3706994889999,27.831732948,11492,33534,GIBSONTON,FL,27.831732948,-82.370699489,27.831732948,-82.370699489
-82.1029914439999,28.7559809530001,11493,33538,LAKE PANASOFFKEE,FL,28.755980953,-82.102991444,28.755980953,-82.102991444
-82.186433,28.245713,11494,33539,ZEPHYRHILLS,FL,28.245713,-82.186433,28.245713,-82.186433
-82.15815076,28.244985097,11495,33540,ZEPHYRHILLS,FL,28.244985097,-82.15815076,28.244985097,-82.15815076
-82.2158874519999,28.2330572920001,11496,33541,ZEPHYRHILLS,FL,28.233057292,-82.215887452,28.233057292,-82.215887452
-82.1825511599999,28.239091999,11497,33542,ZEPHYRHILLS,FL,28.239091999,-82.18255116,28.239091999,-82.18255116
-82.308652706,28.1986498700001,11498,33543,WESLEY CHAPEL,FL,28.19864987,-82.308652706,28.19864987,-82.308652706
-82.367745317,28.222826808,11499,33544,WESLEY CHAPEL,FL,28.222826808,-82.367745317,28.222826808,-82.367745317
-82.2931837199999,28.2618732560001,11500,33545,WESLEY CHAPEL,FL,28.261873256,-82.29318372,28.261873256,-82.29318372
-82.191994821,27.8435374100001,11501,33547,LITHIA,FL,27.84353741,-82.191994821,27.84353741,-82.191994821
-82.473951934,28.137773458,11502,33548,LUTZ,FL,28.137773458,-82.473951934,28.137773458,-82.473951934
-82.445000995,28.136661529,11503,33549,LUTZ,FL,28.136661529,-82.445000995,28.136661529,-82.445000995
-82.3226,27.9859000000001,11504,33550,MANGO,FL,27.9859,-82.3226,27.9859,-82.3226
-82.58863316,28.1516141180001,11505,33556,ODESSA,FL,28.151614118,-82.58863316,28.151614118,-82.58863316
-82.515886236,28.158148456,11506,33558,LUTZ,FL,28.158148456,-82.515886236,28.158148456,-82.515886236
-82.41825203,28.139169769,11507,33559,LUTZ,FL,28.139169769,-82.41825203,28.139169769,-82.41825203
-82.129619222,28.01200012,11508,33563,PLANT CITY,FL,28.01200012,-82.129619222,28.01200012,-82.129619222
-82.115833,27.9877010000001,11509,33564,PLANT CITY,FL,27.987701,-82.115833,27.987701,-82.115833
-82.1625955919999,28.064694558,11510,33565,PLANT CITY,FL,28.064694558,-82.162595592,28.064694558,-82.162595592
-82.13158992,27.992154923,11511,33566,PLANT CITY,FL,27.992154923,-82.13158992,27.992154923,-82.13158992
-82.130963457,27.940065771,11512,33567,PLANT CITY,FL,27.940065771,-82.130963457,27.940065771,-82.130963457
-82.3224,27.8518,11513,33568,RIVERVIEW,FL,27.8518,-82.3224,27.8518,-82.3224
-82.301158022,27.8469905040001,11514,33569,RIVERVIEW,FL,27.846990504,-82.301158022,27.846990504,-82.301158022
-82.439273268,27.707748199,11515,33570,RUSKIN,FL,27.707748199,-82.439273268,27.707748199,-82.439273268
-82.355723,27.714033,11516,33571,SUN CITY CENTER,FL,27.714033,-82.355723,27.714033,-82.355723
-82.4030734199999,27.767520609,11517,33572,APOLLO BEACH,FL,27.767520609,-82.40307342,27.767520609,-82.40307342
-82.360262101,27.7149173870001,11518,33573,SUN CITY CENTER,FL,27.714917387,-82.360262101,27.714917387,-82.360262101
-82.3989,27.7239000000001,11519,33575,RUSKIN,FL,27.7239,-82.3989,27.7239,-82.3989
-82.299225591,28.3250617420001,11520,33576,SAN ANTONIO,FL,28.325061742,-82.299225591,28.325061742,-82.299225591
-82.339383399,27.872305784,11521,33578,RIVERVIEW,FL,27.872305784,-82.339383399,27.872305784,-82.339383399
-82.304036238,27.79638099,11522,33579,RIVERVIEW,FL,27.79638099,-82.304036238,27.79638099,-82.304036238
-82.277684,27.9828810000001,11523,33583,SEFFNER,FL,27.982881,-82.277684,27.982881,-82.277684
-82.287252853,27.9932912620001,11524,33584,SEFFNER,FL,27.993291262,-82.287252853,27.993291262,-82.287252853
-82.064496576,28.733571112,11525,33585,SUMTERVILLE,FL,28.733571112,-82.064496576,28.733571112,-82.064496576
-82.2114999999999,27.9788,11526,33587,SYDNEY,FL,27.9788,-82.2115,27.9788,-82.2115
-82.3004981139999,28.061023065,11527,33592,THONOTOSASSA,FL,28.061023065,-82.300498114,28.061023065,-82.300498114
-82.241697244,27.936306163,11528,33594,VALRICO,FL,27.936306163,-82.241697244,27.936306163,-82.241697244
-82.245426,27.937959,11529,33595,VALRICO,FL,27.937959,-82.245426,27.937959,-82.245426
-82.2403368459999,27.889238059,11530,33596,VALRICO,FL,27.889238059,-82.240336846,27.889238059,-82.240336846
-82.099760734,28.5866277320001,11531,33597,WEBSTER,FL,28.586627732,-82.099760734,28.586627732,-82.099760734
-82.317766326,27.7149322160001,11532,33598,WIMAUMA,FL,27.714932216,-82.317766326,27.714932216,-82.317766326
-82.4597229999999,27.947486,11533,33601,TAMPA,FL,27.947486,-82.459723,27.947486,-82.459723
-82.454482535,27.950495727,11534,33602,TAMPA,FL,27.950495727,-82.454482535,27.950495727,-82.454482535
-82.4643428699999,27.985246542,11535,33603,TAMPA,FL,27.985246542,-82.46434287,27.985246542,-82.46434287
-82.4581226079999,28.017635931,11536,33604,TAMPA,FL,28.017635931,-82.458122608,28.017635931,-82.458122608
-82.4343538099999,27.966337466,11537,33605,TAMPA,FL,27.966337466,-82.43435381,27.966337466,-82.43435381
-82.469286261,27.93659595,11538,33606,TAMPA,FL,27.93659595,-82.469286261,27.93659595,-82.469286261
-82.5038935489999,27.963504491,11539,33607,TAMPA,FL,27.963504491,-82.503893549,27.963504491,-82.503893549
-82.505702253,27.9426842930001,11540,33609,TAMPA,FL,27.942684293,-82.505702253,27.942684293,-82.505702253
-82.391265262,27.9942510230001,11541,33610,TAMPA,FL,27.994251023,-82.391265262,27.994251023,-82.391265262
-82.508592611,27.891662491,11542,33611,TAMPA,FL,27.891662491,-82.508592611,27.891662491,-82.508592611
-82.448972584,28.0519189460001,11543,33612,TAMPA,FL,28.051918946,-82.448972584,28.051918946,-82.448972584
-82.437614859,28.077824165,11544,33613,TAMPA,FL,28.077824165,-82.437614859,28.077824165,-82.437614859
-82.502989682,28.0124348530001,11545,33614,TAMPA,FL,28.012434853,-82.502989682,28.012434853,-82.502989682
-82.581464533,28.0077285470001,11546,33615,TAMPA,FL,28.007728547,-82.581464533,28.007728547,-82.581464533
-82.523164622,27.8708401870001,11547,33616,TAMPA,FL,27.870840187,-82.523164622,27.870840187,-82.523164622
-82.395713981,28.0389580890001,11548,33617,TAMPA,FL,28.038958089,-82.395713981,28.038958089,-82.395713981
-82.499019941,28.0750551100001,11549,33618,TAMPA,FL,28.07505511,-82.499019941,28.07505511,-82.499019941
-82.3693798,27.934754448,11550,33619,TAMPA,FL,27.934754448,-82.3693798,27.934754448,-82.3693798
-82.482001133,27.848067884,11551,33621,TAMPA,FL,27.848067884,-82.482001133,27.848067884,-82.482001133
-82.538584,27.966684,11552,33622,TAMPA,FL,27.966684,-82.538584,27.966684,-82.538584
-82.538584,27.966684,11553,33623,TAMPA,FL,27.966684,-82.538584,27.966684,-82.538584
-82.525298268,28.0780486790001,11554,33624,TAMPA,FL,28.078048679,-82.525298268,28.078048679,-82.525298268
-82.5588315269999,28.0680078670001,11555,33625,TAMPA,FL,28.068007867,-82.558831527,28.068007867,-82.558831527
-82.611759596,28.060522034,11556,33626,TAMPA,FL,28.060522034,-82.611759596,28.060522034,-82.611759596
-82.5051144829999,27.92093135,11557,33629,TAMPA,FL,27.92093135,-82.505114483,27.92093135,-82.505114483
-82.5546676979999,28.0057334100001,11558,33634,TAMPA,FL,28.00573341,-82.554667698,28.00573341,-82.554667698
